club_name,end_of_spell
SV Straelen,2022-08-21
Fortuna Sittard,2018-05-01
CS Visé,2015-06-30
RCS Verviers,2009-06-30
SV Straelen,2021-06-30
Zaglebie Lubin,2019-08-31
Zaglebie Lubin,2018-10-29
Lubin Youth,2018-10-22
Vitesse U19,2018-06-30
Fortuna Sittard,2016-12-17
VVV-Venlo,2015-12-06
Germania,2023-06-30
VV Alverna,2019-06-30
Fortuna Sittard,2015-12-06
Fortuna Sittard,2016-06-30
WNC,2014-06-30
RBC Roosendaal,2011-06-30
FC Omniworld,2010-05-31
RBC Roosendaal,2003-02-05
RBC Roosendaal,2004-06-30
Fortuna Sittard,2015-10-04
Almere City,2012-10-11
Almere City,2013-06-30
Almere City U19,2016-06-30
RBC Roosendaal,2011-01-31
RBC Roosendaal,2010-10-07
AGOVV,2010-07-20
FC Omniworld,2008-06-30
EVV Echt,2019-06-02
Willem II U19,2018-06-30
Fortuna Sittard,2017-03-16
SV Meerssen,2017-06-30
MVV Maastricht,2013-12-20
Roda JC,2013-06-30
Fortuna Sittard,2012-06-30
U. A. E.,2001-10-31
U. A. E.,2001-09-03
MVV Maastricht,2019-06-30
VVV-Venlo,2014-05-22
Fortuna Sittard,2011-12-31
VVV,2004-06-30
VVV-Venlo U21,2022-06-30
MVV Maastricht,2020-06-30
Fortuna Sittard,2010-06-30
Fortuna Sittard,2007-12-15
MVV Maastricht,2003-06-30
MVV Maastricht,2000-06-30
Maastricht U19,1996-06-30
Fortuna Sittard,2007-06-30
FC Zutphen,2002-06-30
MVV Maastricht,1998-06-30
De Graafschap,1995-10-31
VVV,1994-05-18
Helmond Sport,1992-09-30
MVV,1989-06-30
Roda JC,1986-06-30
DS'79,1984-12-31
Fortuna Sittard,1984-06-30
Wageningen,1980-06-30
KSK Tongeren,1977-06-30
Brisbane Roar,2015-06-30
FC Twente U21,2012-06-30
Fortuna Sittard,2001-06-30
Malmö FF,1998-08-27
Vitesse,1996-06-30
SJZ Ever Bright,2018-09-03
GZ Evergrande,2017-06-30
Omiya Ardija,2002-12-22
Fortuna U19,2001-12-22
Fortuna Sittard,2000-11-26
Fortuna U19,1996-06-30
Bor. Dortmund,2006-12-20
Fortuna Sittard,1989-06-30
Fortuna Sittard,1988-06-30
Fortuna SC,1980-06-30
Telstar,1977-06-30
Excelsior,1973-06-30
Hermes-DVS,1971-06-30
Fortuna SC,1976-03-31
Fortuna Sittard,2013-06-30
Fortuna SC,1972-06-30
Fortuna SC,1972-05-22
De Graafschap,1976-10-07
FC Den Haag/ADO,1974-06-30
Heracles,1970-06-30
Heerenveen,1969-06-30
De Graafschap,1967-06-30
Hilversum,1962-06-30
De Volewijckers,1959-06-30
FSC,1970-06-30
Fortuna '54,1968-06-30
FSC,1969-12-16
Helmond Sport,1968-06-30
Willem II,1967-02-05
Rapid JC,1961-06-30
Sittardia,1958-06-30
De Graafschap,2022-06-30
Graafschap U18,2023-06-30
SDOUC,2023-06-30
De Graafs. U21,2020-06-30
De Graafschap,2016-12-04
De Graafschap,2014-01-17
De Graafschap,2012-05-30
De Graafschap,2014-02-14
De Graafs. U21,2014-01-04
De Graafschap,2023-06-30
De Graafs. U21,2017-06-30
De Graafschap,2012-06-30
De Graafschap,2014-02-16
Fortuna Sittard,2024-06-30
Excelsior,2019-04-04
Barendrecht,2018-06-30
Zwaluwen,2015-06-30
Spijkenisse,2012-06-30
Nieuwenhoorn,2005-06-30
OHVV,2002-06-30
Excelsior,2018-06-30
Willem II,2024-06-30
Willem II,2023-01-04
De Graafschap,2022-03-16
M. Tel Aviv,2021-06-30
Willem II,2018-06-30
Willem II,2018-03-08
FC Oss,2016-06-30
AZ Alkmaar U21,2015-06-30
AZ Alkmaar U19,2013-06-30
AZ Alkmaar U17,2012-06-30
AZ Alkmaar Yout,2011-06-30
Telstar,2024-06-30
De Graafschap,2021-05-19
Telstar,2019-06-30
Metalurg Z.,2015-12-14
Pune FC,2014-05-31
Umm Salal SC,2011-06-30
Go Ahead Eagles,2008-03-04
Sparta R.,2005-05-24
Vitesse,2003-03-25
MASV,2022-06-30
VV Duno,2020-06-30
De Meern,2020-01-29
VV Duno,2019-06-30
DVC '26 Didam,2019-02-18
De Graafschap,2016-12-31
USV Hercules,2015-06-30
De Graafschap,2018-06-30
LONGA '30,2014-02-19
USV Hercules,2012-06-30
Utrecht U21,2009-02-25
Utrecht Youth,2008-06-30
Go Ahead Eagles,2012-06-30
Ross County,2011-05-15
Aberdeen FC,2009-05-24
Dunfermline A.,2004-05-28
NEC Nijmegen,1999-12-29
Willem II,1997-06-30
Cambuur L.,1995-06-30
FC Zwolle,1993-06-30
Rietvogels,1992-06-30
Pakhtakor,2022-01-10
Pakhtakor,2021-01-05
AS Trencin,2017-06-30
Iwaki FC,2016-12-31
De Graafschap,2013-12-24
FC Groningen,2012-05-10
Ajax U21,2010-06-30
Vitesse,2008-06-30
Groningen U19,2005-06-30
Twente FC,2022-06-30
Ajax Cape Town,2020-01-31
AGOVV,2013-01-11
De Graafschap,2012-02-19
Go Ahead Eagles,2011-06-30
Be Quick '28,2008-03-07
De Graafschap,2007-06-30
De Graafschap,2005-06-30
Rohda Raalte,2004-06-30
Rohda Raalte,2002-06-30
DCS Zevenaar,2001-06-30
Safa Beirut SC,2024-06-30
Harkemase Boys,2023-06-30
De Treffers,2021-10-25
Genemuiden,2019-06-30
Eskisehirspor,2018-11-29
VfL Bochum,2017-07-12
Nea Salamis,2016-04-22
Heracles Almelo,2014-08-31
H'veen/Emmen II,2013-06-30
Heerenveen,2013-06-30
Heerenveen,2010-02-03
H'veen/Emmen II,2009-06-30
Heerenveen,2009-02-04
De Graafschap,2008-06-05
Heerenveen,2005-11-02
Emmen,2001-02-16
Emmen,1998-10-28
Go Ahead Eagles,2007-06-30
Be Quick '28,2005-06-30
De Graafschap,2002-06-30
De Graafschap,2003-04-07
Heracles Almelo,1999-11-30
Heracles,1998-06-30
Genemuiden,1996-06-30
Rohda Raalte,1993-06-30
VV WVF Zwolle,1989-06-30
KRC Gent,2023-06-30
Al-Jazira,2022-06-30
Ajax Cape Town,2013-04-24
HN Jianye,2012-07-15
Al-Wehda,2008-06-30
Al-Shaab,2005-06-30
Al-Ettifaq,2004-06-30
VVV,2001-06-30
TOP Oss,2000-03-31
JEF Utd Ichihara,1998-12-31
VVV,1996-06-30
Dordrecht'90,1995-06-30
De Graafschap,1994-09-26
Go Ahead Eagles,1993-06-30
Roda JC,1990-06-30
FC VVV,1986-06-30
FC Wageningen,1984-06-30
Venray,1982-06-30
FC VVV,1980-06-30
FC Groningen,1988-06-30
De Graafschap,1987-06-30
Heerenveen,1985-06-30
Go Ahead Eagles,1979-06-30
Go Ahead Eagles,1976-06-30
Go Ahead Eagles,1975-06-30
HBS,1997-06-30
HBS,1987-06-30
SVV,1984-06-30
De Graafschap,1983-06-30
Fredrikstad,1980-06-30
Molde ,1979-12-31
Sparta,1976-12-31
FC Den Haag,1988-06-30
NEC,1985-06-30
FC Amsterdam,1981-06-30
De Graafschap,1980-06-30
FC Amsterdam,1978-06-30
DWS,1972-06-30
PEC,1970-12-07
SV Huizen,1968-06-30
Unknown,1982-06-30
FC Volendam,1981-06-30
De Graafschap,1978-06-30
Unknown,1972-06-30
De Graafschap,1977-02-03
Sunderland,2015-06-30
FC Groningen,1973-06-30
De Graafschap,1971-06-30
De Graafschap,1962-06-30
Germinal Ekeren,1955-06-30
BSC Young Boys,1951-06-30
Heerenveen,2024-06-30
Go Ahead Eagles,2022-06-30
VVV-Venlo,2018-06-30
Twente FC,2015-06-30
Twente FC,2012-07-06
VV Bennekom,2009-06-30
Feyenoord,2005-01-01
Heerenveen,2023-06-30
Heerenveen,2022-06-30
Heerenveen,2022-02-03
Almere City,2021-03-04
Almere City,2020-06-30
Almere City,2019-06-30
Almere City,2019-11-25
Sparta U21,2017-06-30
Sparta R.,2018-01-31
NAC Breda U19,2016-06-30
NAC Breda U21,2016-06-30
Excelsior,2014-06-30
EHC Hoensbroek,2014-01-29
Roda JC Kerkrade,2012-06-30
PEC Zwolle,2025-06-30
Safa Beirut SC,2023-06-30
Heerenveen,2022-01-24
Heerenveen,2019-06-30
Heerenveen U21,2017-08-22
Heerenveen U19,2014-06-30
Helmond Sport,2028-06-30
Roda JC,2022-12-16
Al-Jazira,2019-10-11
Anorthosis,2019-05-31
Heerenveen,2018-06-30
Willem II,2015-03-22
Willem II,2016-06-30
Helmond Sport,2011-06-30
Helmond U19,2007-06-30
Heerenveen,2016-06-30
Tuvalu,2011-09-15
Ajax Cape Town,2011-06-30
Heerenveen,2009-10-15
Heerenveen,1992-10-17
Heerenveen,1988-06-30
Steenwijk,1985-06-30
ACV Assen,1983-06-30
Drachtster Boys,1978-06-30
Twente FC,2023-06-30
Cincinnati,2020-02-17
FC Groningen,2019-06-30
PEC Zwolle,2017-06-30
Standard Liège,2012-10-22
Heerenveen,2012-06-30
FC Groningen,2010-06-30
Emmen,2002-10-21
Achilles 1894,2001-06-30
ACV Assen,1997-06-30
SJS,1994-06-30
HSC Hoogezand,1991-06-30
FC Dordrecht,2015-08-17
WHC Wezep,2012-12-14
Heerenveen,2010-06-30
RVVH Ridderkerk,2010-02-05
FC Zwolle,2009-10-30
FC Zwolle,2009-03-02
Excelsior M,2006-06-30
Zwart Wit '28,2003-06-30
FC Jokerit,2001-09-21
Sparta R.,1999-10-22
FC Zwolle,1998-12-24
DCV Krimpen,1995-06-30
Kozakken Boys,1994-06-30
Hardinxveld,1990-06-30
Unitas,1989-06-30
FC Lisse,1998-06-30
Heerenveen,1989-06-30
Eindhoven,1988-06-30
Heerenveen,1979-11-10
Heerenveen,1979-10-04
Heerenveen,1977-08-31
Heerenveense B.,1977-06-30
TKC Yaoundé,1991-12-31
ASC Bouaké,1989-06-30
Békéscsaba,1983-03-23
PEC,1973-04-11
DOS,1970-06-30
Nieuwkoop,1969-06-30
DWS,1968-06-30
Fortuna Vl.,1967-06-30
Heerenveen,1966-06-30
Haarlem,1980-06-30
NEC,1974-01-02
Hapoel Haifa,1970-02-05
ZFC,1968-09-02
RCH,1965-06-30
HVC,1973-07-01
Heerenveen,1971-07-01
FC VVV,1969-07-01
Wageningen,1968-07-01
HVC,1964-07-01
Enschedese Boys,1962-07-01
Ede,1960-07-01
HVC,1958-07-01
WVC Winterswijk,1954-11-01
Maurits,1953-07-01
FC Groningen,1975-06-30
GVAV,1974-10-24
Heerenveen,1967-06-30
Holland Sport,1966-06-30
Sparta,1965-06-30
IJsselm.vogels,1980-06-30
DOVO,1977-06-30
Helmond Sport,1975-06-30
AGOVV,1971-06-30
Veendam,1968-06-30
Gooiland,1966-06-30
Heerenveen,1965-06-30
Velocitas,1963-06-30
Xerxes,1960-05-01
HBS,1959-06-30
NAC,1966-06-30
Heerenveen,1961-06-30
Veendam,1970-06-30
Veendam,1966-06-30
GVAV,1962-06-30
Heerenveen,1945-12-31
MVV Maastricht,2024-06-30
MVV Maastricht,2022-06-30
RKSV Nuenen,2022-06-30
MVV Maastricht,2022-03-29
Helmond Sport,2021-06-30
Roda JC,2020-03-06
Roda JC,2020-06-30
NAC Breda,2019-03-22
Brabantia,2019-06-30
FC Eindh. U21,2018-06-30
FC Eindhoven,2018-06-30
MVV Maastricht,2013-06-30
MVV Maastricht,2010-03-12
MVV U21,2010-06-30
TOP Oss,2023-06-30
TOP Oss,2023-02-07
TOP Oss,2023-03-31
FC Oss,2021-06-30
RKVV DESO,2016-11-13
FC Oss,2017-03-15
FC Oss,2015-06-30
Nemelaer,2016-06-30
FC Oss,2013-09-18
FC Oss,2015-05-03
Best Vooruit,2010-06-30
Best Vooruit,2007-06-30
RKSV Schijndel,2006-06-30
MVV Maastricht,2018-06-30
Anzhi U19,2017-06-30
Türkiye U23,2011-11-16
MVV Maastricht,2021-01-31
MVV Maastricht,2010-07-20
MVV Maastricht,2025-06-30
MVV Youth,2023-06-30
MVV U21,2023-06-30
MVV Maastricht,2014-01-03
MVV Maastricht,2014-06-30
Willem II,2010-06-30
Roda JC,2023-06-30
Roda JC U18,2023-06-30
Roda JC,2021-06-14
KSK Lierse Kem.,2018-10-30
Roda JC U19,2017-06-30
Roda JC,2015-04-07
VVV-Venlo,2014-06-30
Overpelt-Lommel,2007-02-26
Lierse SK,2006-11-13
Maasmechelen,2005-06-30
Roda JC,2005-01-24
EHC Hoensbroek,2021-10-08
RKSV Minor,2019-12-05
SV Meerssen,2018-06-30
EHC Hoensbroek,2017-06-30
MVV Maastricht,2010-06-30
VVV-Venlo,2019-11-11
Go Ahead Eagles,2017-06-30
NAC Breda,2015-10-06
Columbus Crew,2015-01-02
Dinamo Minsk,2013-12-04
FC Groningen,2013-06-13
Dutch Lions,2012-05-31
Wisla Kraków,2011-11-07
NAC Breda,2010-08-20
MVV Maastricht,2008-06-30
RBC Roosendaal,2007-03-26
Willem II,2005-11-21
Go Ahead Eagles,2003-02-02
RBC Roosendaal,2002-06-30
FC Zwolle,1999-06-30
Koninklijke UD,1996-05-01
VV WVF Zwolle,1995-06-30
Theole,2019-04-05
SV DFS,2015-06-30
Achilles '29,2013-06-30
JVC Cuijk,2012-06-30
Vitesse,2010-06-30
JVC Cuijk,2008-06-30
Trinidad,2008-01-09
Vitesse,2005-06-30
MVV Maastricht,2004-02-02
SV Babberich,2003-06-20
Go Ahead Eagles,2002-06-20
TOP Oss,2000-06-30
Achilles '29,1990-06-30
Ireland,2012-06-30
MVV Maastricht,2001-06-30
NEC Nijmegen,1997-03-03
RBC,1995-12-07
FC Groningen,1994-06-30
FC Groningen,1993-06-30
PSV Eindhoven,2010-05-31
MVV Maastricht,1995-10-18
Willem II,1995-03-26
Roda JC,1991-06-30
VVV,1988-06-30
PSV Eindhoven,1986-06-30
PSV U21,1983-06-30
PSV Eindhoven,1980-06-30
PSV Eindhoven,1979-12-30
FC VVV,1979-06-30
PSV U19,1977-06-30
VVV-Venlo,2013-06-30
KRC Genk,2009-06-30
PSV Eindhoven,2008-06-30
Nagoya Grampus,2008-01-31
Al-Jazira,2005-12-01
KRC Genk,2004-04-06
Roda JC,2001-07-01
MVV,1995-05-16
VVV,1989-06-30
EHC Hoensbroek,1978-06-30
VAC Beerschot,1989-06-30
Sparta R.,1988-06-30
FC Utrecht,1984-06-30
Sparta R.,1983-06-30
Go Ahead,1973-06-30
Haarlem,1970-06-30
Alkmaar '54,1966-10-26
Sundowns,2000-11-21
Vitesse,1985-06-30
MVV,1984-06-30
Vitesse,1976-06-30
Westervoort,1972-06-30
FC Volendam,1994-01-27
FC Volendam,1992-11-04
MVV,1982-04-16
Zilvermeeuwen,1978-06-30
Volendam,1977-06-30
Sparta,1976-06-30
Zandvoortmeeuwen,1969-06-30
FC Vinkenslag,1989-06-30
Seiko,1983-09-30
MVV,1976-06-30
MVV,1975-06-30
MKC,1974-06-30
RKSV Minor,1971-06-30
VV Eijsden,1968-06-30
Kolonia,1966-06-30
Overpelt-Fabriek,1993-06-30
Rupel SK,1990-06-30
K Patro Eisden,1989-06-30
Eendracht Aalst,1986-10-20
KV Mechelen,1985-01-25
Cercle Brugge,1982-06-30
Beringen FC,1979-06-30
K Patro Eisden,1977-06-30
Club Brugge,1973-06-30
NAC,1971-06-30
MVV,1973-09-16
Wageningen,1973-06-30
NOAD,1968-06-30
Fortuna Vl.,1965-06-30
NOAD,1964-06-30
KVC Oranje,1973-03-15
MVV,1969-03-19
Fortuna '54,1963-04-15
Roda Sport,1955-06-30
PEC Zwolle,1975-06-30
DOS,1969-06-30
MVV,1968-06-30
FC Twente,1966-06-30
SC Enschede,1965-06-30
DHC,1962-06-30
Fortuna '54,1961-06-30
Enschedese Boys,1959-06-30
LONGA,1958-06-30
Fortuna '54,1957-06-30
ADO,1955-06-30
Xerxes,1955-06-30
Limburgia,1969-06-30
MVV,1966-06-30
Limburgia,1964-06-30
KSK Tongeren,1960-06-30
NEC Nijmegen,2024-06-30
NEC Nijmegen,2020-06-01
NEC U19,2019-04-03
Graafschap U19,2017-06-30
Graafschap Yth.,2015-06-30
VIOD Doetinchem,2009-06-30
De Treffers,2022-04-03
De Treffers,2021-11-11
De Treffers,2021-10-24
NEC U18,2021-06-30
NEC Nijmegen,2020-06-30
NEC U19,2019-06-30
NEC Nijmegen,2019-06-30
NEC U17,2019-04-06
SV DFS,2016-06-30
Achilles '29,2015-06-30
Blauw Geel '38,2013-06-30
RKVV Rood Wit,2011-06-30
NEC Youth,2008-06-30
NEC U21,2020-06-02
NEC Nijmegen,2017-06-30
NEC Nijmegen,2013-08-27
NECOss U21,2019-04-03
NEC Nijmegen,2016-06-30
NEC Nijmegen,2006-06-30
NEC Nijmegen,2000-06-30
NEC Nijmegen,2005-12-01
NEC Nijmegen,2018-05-17
Liverpool,2018-01-02
Liverpool U18,2015-06-30
FC Porto,2014-08-12
FC Porto B,2013-06-30
FC Porto U19,2012-06-30
PSV Youth,2007-06-30
Helmond Sport,2026-06-30
Roda JC,2022-01-05
ADO Den Haag,2021-06-30
NEC Nijmegen,2018-01-02
NEC Nijmegen,2017-07-11
Sparta R.,2013-12-02
NAC Breda,2012-11-21
NAC Breda,2013-06-30
Urawa Reds,2011-10-20
RKC Waalwijk,2010-12-31
RKC U21,2006-12-31
PSV Eindhoven,2020-06-30
FC Groningen,2018-06-30
PSV Eindhoven,2015-06-30
PSV Eindhoven,2014-06-25
PSV Eindhoven,2014-03-27
FC Eindhoven,2012-03-13
PSV U19,2010-06-30
FC Eindhoven,2008-06-30
FC Eindhoven,2007-12-20
TOP Oss,2024-06-30
ADO Den Haag,2022-02-28
NAC Breda,2019-12-31
NEC Nijmegen,2015-06-30
Roda JC,2013-12-15
RKC Waalwijk,2012-06-30
Heracles Almelo,2007-12-24
Helmond Sport,2006-06-30
NAC Breda,2004-06-30
FC Oss,2014-05-27
VV Gemert,2012-06-30
PSV U21,2012-06-30
De Treffers,2010-06-30
NEC U21,2019-06-30
NEC Nijmegen,2009-11-16
NEC Nijmegen,2011-12-31
NEC Nijmegen,2010-06-30
NEC U21,2009-10-12
VV Bennekom,2015-09-24
Twente FC,2015-03-01
FC Twente U21,2009-06-30
IJsselm.vogels,2007-06-30
NAC Breda,2006-04-23
NEC Nijmegen,2005-12-19
NEC Nijmegen,2004-11-30
NEC U21,2004-06-30
Sundowns,2012-12-02
NEC Nijmegen,2004-12-13
FC 04 Singen,1996-06-30
FC Stäfa,1995-06-30
FC Zug,1993-06-30
FC Baar,1990-06-30
NEC Nijmegen,2021-07-31
Tuvalu,2013-10-10
De Graafschap,2011-09-20
N. Antilles,2008-07-20
Emmen,1995-06-30
FC St. Gallen,1992-12-31
NEC Nijmegen,1991-06-30
NAC,1987-06-30
RKC Waalwijk,1986-06-30
Vitesse,1984-06-30
NEC,1981-06-30
NEC,1974-06-30
RKC Waalwijk,1996-10-12
NEC Nijmegen,1995-12-08
AGOVV,1994-06-30
RKVV Volharding,2023-06-30
NEC Amateurs,2021-11-26
VV Alverna,2017-06-30
FC Cape Town,2015-06-30
Ajax Cape Town,2014-06-30
De Treffers,2006-11-30
Venray,2006-06-30
Helmond Sport,1996-04-17
NEC Nijmegen,1994-06-30
De Treffers,1990-06-30
Lierse SK,1983-06-30
Beringen FC,1982-04-30
KSV Waregem,1981-06-30
NEC,1978-06-30
RSC Anderlecht,1976-06-30
Lierse SK,1975-06-30
KSV Waregem,1974-06-30
Volendam,1972-06-30
HVC,1969-04-22
SVV,1963-06-30
Lugdunum,1973-06-30
NOAD,1970-06-30
Ede,1969-06-30
AGOVV,1969-03-20
AGOVV,1967-09-28
De Volewijckers,1967-06-30
Elinkwijk,1966-06-30
NEC,1961-06-30
Elinkwijk,1960-06-30
't Gooi,1957-06-30
De Volewijckers,1956-06-30
Elinkwijk,1950-06-30
De Volewijckers,1949-06-30
NEC,1960-06-30
Elinkwijk,1958-06-30
Eindhoven,1957-06-30
NEC,1958-04-01
PSV Eindhoven,2023-05-24
PSV U21,2022-06-30
PSV U18,2021-06-30
PSV U19,2020-06-30
Eindhoven YL,2021-06-30
PSV U21,2021-06-30
PSV U17,2020-06-30
PSV Eindhoven,1994-12-15
Beringen FC,1981-06-30
PSV Eindhoven,1979-12-31
FC Twente,1972-06-30
PSV Eindhoven,1967-12-27
Eindhoven,1970-06-30
Beringen FC,1970-02-15
Fortuna '54,1968-05-02
PSV Eindhoven,1966-09-13
Volendam,1962-06-30
Fortuna '54,1958-06-30
Lausanne-Sport,1955-06-30
Blauw-Wit,1965-10-01
NOAD,1965-06-30
Hermes-DVS,1964-06-30
Elinkwijk,1961-05-31
PSV Eindhoven,1959-06-30
NOAD,1958-06-30
SHS,1957-06-30
ZAC Zwolle,1955-06-30
Theole,1954-06-30
Leerdam,1951-06-30
Xerxes,1950-06-30
SVV,1949-06-30
Neptunus,1948-06-30
Overmaas,1935-06-30
PSV Eindhoven,1958-06-30
PSV Eindhoven,1956-06-30
BVC Amsterdam,1957-06-30
Brabantia,1955-06-30
PSV Eindhoven,1951-06-30
DWS,1940-06-30
PSV Eindhoven,1938-06-30
DHC,1935-06-30
PSV Eindhoven,1929-06-30
RKC Waalwijk,2025-06-30
FC Utrecht,2022-12-14
Sparta R.,2022-04-24
Vitesse,2018-04-11
ADO Den Haag,2016-06-30
ADO U21,2013-06-30
PSV U19,2011-07-04
PSV U17,2010-06-30
ADO Den Haag,2009-06-30
Feyenoord U19,2007-04-04
Feyenoord Youth,2004-06-30
Twente FC,2025-06-30
RKC Waalwijk,2023-06-30
Vitesse,2021-06-30
Vitesse,2019-12-30
Vitesse U21,2020-06-30
HHC Hardenberg,2016-10-21
Vitesse U19,2016-06-30
Vitesse Youth ,2015-02-15
WKE Emmen,2014-06-30
FC Emmen,2014-06-30
ACV Assen,2013-06-30
FC Emmen,2013-06-30
CVV Germanicus,2009-06-30
FC Emmen,2025-06-30
Willem II,2022-03-08
RKC Waalwijk,2021-06-30
Almere City,2015-06-30
Ajax U19,2012-10-11
Sparta R.,2007-11-11
Ajax U21,2005-03-16
Willem II U21,2023-01-13
M. Tel Aviv,2022-06-30
S. Arabia U20,2021-06-30
Feyenoord U21,2019-02-15
RKC Waalwijk,2017-12-23
Sparta R.,2014-12-31
Sparta R.,2013-04-06
Sparta R.,2014-11-28
Sparta U19,2014-12-31
Sparta R. U17,2011-06-30
Woudrichem,2021-07-21
RKC U21,2018-06-30
RKC Waalwijk,2020-03-04
RKC Waalwijk,2015-02-22
Brabant U21,2016-06-30
Blauw Geel '38,2016-06-30
SC 't Zand,2013-06-30
Willem II/RKC Y.,2012-06-30
Willem II,2021-06-30
Feyenoord,2021-01-29
Inter Zapresic,2020-04-10
Botev Plovdiv,2019-10-10
ADO Den Haag,2017-02-07
Anzhi,2013-07-24
West Ham,2010-11-23
RKC Waalwijk,2008-06-30
Boavista,2006-10-22
Feyenoord,2005-06-30
CSV Apeldoorn,2017-06-30
Zulte Waregem,2012-01-25
FC Omniworld,2009-01-28
FC Zwolle,2003-09-26
Ajax,2002-06-30
RKC Waalwijk,1998-10-26
Vitesse U21,1997-06-30
DVS '33,1996-06-30
DOVO,1995-06-30
SV Geinoord,1994-06-30
AS Trencin,2011-06-30
NEC Nijmegen,2007-06-30
Haarlem,2003-06-30
Ajax,2002-12-04
Ajax Cape Town,2000-06-30
Go Ahead Eagles,1997-06-30
RKC Waalwijk,1996-06-30
RKC Waalwijk,1993-06-30
VVV,1989-02-21
RKC Waalwijk,1988-06-30
RKC Waalwijk,1982-06-30
DESK,1980-06-30
TOP,1977-06-30
VV Gemert,1984-06-30
BVV Den Bosch,1978-06-30
Sparta '25,1974-06-30
RKC Waalwijk,1971-06-30
RKSV Schijndel,1968-06-30
Roda JC,2025-06-30
FC Emmen,2023-06-30
Emmen U21,2020-06-30
Emmen U19,2019-06-30
NAC Breda,2022-06-30
NAC Breda,2021-07-14
ADO Den Haag,2020-01-09
Feyenoord Youth,2017-07-31
Feyenoord U19,2013-06-30
Roda JC,2023-01-23
Al-Jazira,2020-06-30
Helmond Sport,2019-07-09
Helmond Sport,2018-11-08
Helmond Sport,2016-06-30
VVV-Venlo U21,2015-06-30
Ajax U18,2022-06-30
Roda JC,2020-02-05
FC Utrecht,2018-09-03
FC Utrecht,2018-01-02
FC Eindhoven,2015-06-30
Utrecht U21,2013-06-30
FC Utrecht U19,2011-10-18
EHC Hoensbroek,2024-06-30
Argo,2022-06-30
Roda JC,2019-06-30
Roda JC U21,2019-09-04
Roda JC,2019-09-04
KFC Uerdingen,2014-03-27
A. Aachen II ,2010-06-30
Roda JC U19,2008-06-30
Roda JC,2006-06-30
NAC Breda,2022-12-27
NAC Breda U21,2022-06-30
Almere City,2019-11-26
Roda JC,2019-03-19
FC Volendam,2017-04-24
RKSV Halsteren,2015-06-30
NEC Nijmegen,2013-08-22
AZ Alkmaar U19,2012-06-30
Roosendaal U19,2009-06-30
Roda JC,2018-06-30
Roda JC,2015-06-30
Roda JC,2013-12-26
Roda JC U19,2010-06-30
BSV Limburgia,2020-06-30
Roda JC U21,2015-06-30
AGOVV,2010-12-31
TOP Oss,2010-08-11
Lommel SK,2021-02-17
Roda JC,2019-08-02
FC Eindhoven,2017-06-16
KVC Westerlo,2015-11-25
Delhi Dynamos,2015-01-05
KV Mechelen,2013-12-30
Roda JC,2012-06-30
Germ. Beerschot,2008-11-13
Cercle Brugge,2007-06-30
KFC Strombeek,2004-05-18
Lommel SK,2002-10-25
Zorya Lugansk,2023-07-02
H Rishon leZion,2021-12-29
Maccabi Netanya,2021-09-29
B TLV Bat Yam,2020-06-30
M. Tel Aviv,2019-06-30
Kairat U19,2016-06-30
Banants,2013-06-30
AEL Limassol,2012-06-30
AEL Limassol,2011-03-24
ADO Den Haag,2010-03-30
Roda JC,2008-10-07
Roda JC,2004-02-01
Helmond Sport,2016-02-19
Al-Nasr SC,2008-06-30
FC Emmen,2007-02-17
RBC Roosendaal,2005-04-12
Helmond Sport,2004-06-30
Roda JC,2001-09-19
FC Groningen,2001-06-30
FC Groningen,1998-03-01
FC Groningen,1997-06-30
Velocitas,1995-06-30
Roda JC,1994-06-30
Roda JC,1993-02-18
DS'79,1986-06-30
Eindhoven,1985-04-01
RKONS,1987-06-30
Exc. Veldwezel,1982-06-30
KVV Zonhoven,1980-06-30
Roda JC,1974-01-22
Roda JC,1972-11-29
Roda JC,1972-11-02
RKSV Minor,1972-06-30
SVN,1971-06-30
Treebeek,1969-06-30
KEV,1968-06-30
PSV Eindhoven,1971-06-30
VVOG,1969-06-30
Roda JC,1971-06-30
Chevremont,1981-06-30
Groene Ster,1979-06-30
Limburgia,1975-06-30
Chevremont,1969-06-30
Roda JC,1968-06-30
Rapid JC,1962-03-01
Sparta R.,2025-06-30
Sparta R.,2023-07-02
Sparta R.,2022-06-30
Almere City,2021-08-02
Almere City,2021-06-30
Sparta U21,2020-01-20
Sparta R.,2019-07-31
Excelsior M,2018-06-30
SHO,2015-06-30
ASWH,2010-12-23
Sparta R. U18,2021-10-06
Sparta R.,2017-12-24
Sparta R.,2021-06-30
RBC Roosendaal,2006-01-03
VV Kloetinge,2005-04-04
Sparta R.,2003-01-22
Sparta R.,2001-02-16
Sparta R.,1999-10-27
Sparta U19,1995-12-31
Sparta Youth,1992-06-30
Sparta R. U17,1990-06-30
Sparta Youth,1989-06-30
Sparta U19,1988-06-30
Feyenoord,2025-06-30
Spakenburg,2019-10-30
GVVV ,2017-06-30
Excelsior M,2015-06-30
Sparta U21,2014-12-31
VV Sliedrecht,2014-03-13
WKE Emmen,2010-04-21
Voorschoten,2009-06-30
FC Türkiyemspor,2008-06-30
Haaglandia Zon.,2007-06-30
SVVSMC,2005-06-30
RKSV Halsteren,2002-04-16
TEC,2020-06-30
FC Lisse,2015-09-24
Utrecht U21,2015-06-30
FC Utrecht U19,2015-03-20
