club_name,end_of_spell
Chelsea U18,2008-06-30
RBC,1998-06-30
TOP Oss II,1996-06-30
RB Leipzig,2012-07-05
Dynamo Dresden,2006-09-10
Dynamo Dresden,2006-09-03
Dynamo Dresden,2005-12-31
Dynamo Dresden,2001-06-30
XerxesDZB,2016-08-16
Zenit S-Pb,2008-12-31
Dynamo Dresden,2001-03-13
Excelsior,1994-06-30
NAC,1991-10-09
RBC,1990-06-30
Feyenoord U19,1987-06-30
Feyenoord,1987-06-30
Excelsior,1984-06-30
TuS Koblenz II,2011-06-30
TuS Koblenz,2009-06-30
TuS Koblenz U19,2008-11-30
Pr. Münster,2005-11-20
FSV Mainz 05 II,2005-01-25
Hamm/Sieg,2001-06-30
Dynamo Dresden,2000-03-08
1.FC Köln,1999-04-02
TuS Koblenz,1996-12-10
Budissa Bautzen,2013-06-30
ZFC Meuselwitz,2011-05-02
SV Dessau 05,2007-06-30
ZFC Meuselwitz,2006-06-30
Dynamo Dresden,2001-03-14
Dynamo Dresden,1999-02-01
VfB Leipzig,1998-06-30
VfB Leipzig,1997-12-07
VfB Leipzig,1996-06-30
VfB Leipzig,1996-04-30
VfB Leipzig,1994-06-30
1860 München II,2001-03-31
Dynamo Dresden,1998-03-31
Neustadt,2018-06-30
Meißner SV 08,2014-09-26
BSV Sebnitz,2008-06-30
Fort. Chemnitz,2007-06-30
Furth/Glösa,2006-06-30
BSC Freiberg,2005-04-10
Bischofswerda,2001-05-01
Dynamo Dresden,1996-09-23
TSG Meißen,1994-06-30
Sachsenring,1989-08-31
Dyn. Dresden II,1988-06-30
Hamburger SV,2010-03-31
Dresdner SC,2001-09-10
Dynamo Dresden,1996-04-15
Dynamo Dresden,1993-04-19
Eintr. Schwerin,1998-12-31
Dynamo Dresden,1983-06-30
Dynamo Dresden,1969-06-29
Chemie Böhlen,1970-06-30
FSV Zwickau II,1969-06-30
Dynamo Dresden,1966-05-31
Dynamo Berlin,1956-12-31
Taj,1969-12-31
Budapesti VSC,1968-12-31
Komlói BSK,1963-11-30
Dynamo Berlin,1963-06-30
SZEOL,1960-06-30
Vorwärts Berlin,1956-04-30
Dynamo Dresden,1954-03-31
Pécel ,1950-06-30
Budapesti VSC,1949-06-30
Pécel ,1948-06-30
Pécel ,1948-04-15
Tatabánya,1943-12-31
BSG Rotation D.,1954-06-30
SGDV Dresden,1953-07-05
BSG Chemie Zeitz,1955-12-31
SGDV Dresden,1951-09-23
FSV Frankf. Jgd,2025-06-30
Spfr. Siegen,2022-12-22
Spfr. Siegen,2022-04-04
Spfr. Siegen,2022-03-20
SF Siegen U17,2022-06-30
Spfr. Siegen,2022-06-30
SF Siegen Yth.,2021-06-30
TuS Erndtebrück,2020-06-30
Erndtebrück II,2019-06-30
TuS Erndtebrück,2019-06-30
Lennestadt II,2018-06-30
VfR Aalen,2023-06-30
Hessen Kassel,2019-06-30
Hessen Kassel,2016-06-30
Brilon Jugend,2014-06-30
Brilon U17,2014-06-30
TSV/FC Korbach,2013-06-30
Winterberg ,2010-06-30
Paderborn U17,2007-06-30
Paderborn Yth.,2007-06-30
1.FC Köln U17,2005-06-30
Hohenlind Jgd.,2002-06-30
Spfr. Siegen,2019-11-26
Spfr. Siegen,2019-11-12
Spfr. Siegen,2019-10-28
Spfr. Siegen,2019-11-27
Spfr. Siegen,2019-10-30
Spfr. Siegen,2017-06-30
Spfr. Siegen,2016-09-25
SF Siegen U17,2016-06-30
Spfr. Siegen,2015-06-30
Spfr. Siegen,2014-11-09
Spfr. Siegen,2014-11-02
Spfr. Siegen II,2014-06-30
Langenaubach,2013-12-31
Spfr. Siegen,2023-06-30
SpVg Olpe,2022-05-10
SpVg Olpe,2015-06-30
SV Ottfingen,2013-05-11
Arpe-Wormbach,2008-06-30
BW Hillmicke,1990-06-30
SuS Langscheid,2006-12-31
Fehérvár ,2022-10-17
SönderjyskE,2021-11-01
MTK Budapest,2021-05-18
Tokyo Verdy,2019-05-31
KFC Uerdingen,2016-03-01
SF Lotte,2014-11-03
Spfr. Siegen,2014-01-07
Schalke 04 II,2011-06-30
Germ. Dattenfeld,2010-01-03
VfB Homberg,2008-06-30
Kickers Emden,2007-06-30
JFV FC Aar Jgd.,2017-06-30
Spfr. Siegen,2014-11-03
Spfr. Siegen II,2014-01-07
FSV Braunfels,2013-04-14
VfB Gießen,2012-06-30
FSV Frankf. II,2007-06-30
HSV Langenfeld,2020-07-14
FC Leverkusen,2018-11-16
Fortuna Köln II,2017-12-28
Vatanspor,2017-03-13
FC Britannia Solingen,2016-06-30
1.FC Monheim,2014-12-04
TuSpo Richrath,2014-06-30
VSV Wenden,2013-08-18
Spfr. Siegen II,2013-06-30
Spfr. Siegen,2011-06-30
Spfr. Siegen,2011-05-03
TSV Weißtal,2009-12-31
Euskirchen U17,2014-01-23
1.FC Köln Yth.,2010-04-12
1.FC Köln U19,2008-06-30
Bonner SC,2005-04-06
EHC Hoensbroek,2014-06-30
Odra Opole,2008-04-16
MVV Maastricht,2008-01-07
MVV Maastricht,2004-06-30
MVV Maastricht,2007-06-30
FC Wiltz 71,1998-06-30
Wuppertaler SV,2013-01-11
Wuppertaler SV,2013-01-04
Wuppertaler SV,2012-11-11
KFC Uerdingen,2012-05-24
Wuppertal U19,2009-06-30
Wuppertaler SV,2009-01-05
GFC Düren 09,2008-06-30
SV Straelen,2004-06-30
GFC Düren 09,2003-06-30
Rheydter SV,2002-08-11
SW Essen,1999-06-30
SuS Dinslaken,1998-06-30
SG Malberg/R.,2013-06-30
Spfr. Siegen II,2010-06-30
Spfr. Siegen,2009-06-30
Spfr. Siegen II,2009-06-03
SG Betzdorf,2007-03-06
TuS Plettenberg,2021-06-30
SF Birkelbach,2019-07-02
TuS Plettenberg,2018-06-30
VfL Geisweid,2015-06-30
Spfr. Siegen II,2007-06-30
Spfr. Siegen,2006-02-16
Spfr. Siegen II,2006-02-08
Spvg Plettenb.,2005-06-30
Spfr. Siegen,1994-06-30
Wehen Wiesbaden,2017-06-30
Energie Cottbus,2010-06-30
1.FC Kaan-M.,2009-12-31
SV Holzwickede,2008-08-30
Spfr. Siegen II,2006-06-30
Spfr. Siegen,2004-06-30
Spfr. Siegen,2004-04-11
Spfr. Siegen II,2005-06-30
SG Betzdorf,1999-06-30
Spfr. Siegen,1994-02-28
SV Ottfingen,1993-01-01
Rot-Weiß Lüdenscheid,1980-06-30
Spfr. Siegen,1989-06-30
Spfr. Siegen,1989-03-28
SC Dorstfeld,2015-06-30
Brünninghausen,2011-12-15
Beckumer SV,2000-09-18
Spfr. Siegen,1988-12-31
Weddinghofen,2010-02-14
Bonner SC,1995-11-07
VfB Wissen,1994-12-14
Pr. Münster,1990-03-08
FSV Salmrohr,1989-06-30
Hessen Kassel,1987-04-07
VSV Wenden,1986-09-07
Spfr. Siegen,1986-06-30
FV Bad Honnef,1986-06-30
VfB Wissen,1977-06-30
Niederschelden,1979-06-30
Spfr. Siegen,1975-06-30
VfL Geisweid,1969-06-30
Spfr. Siegen,1966-06-30
Rheydter SV,1963-06-30
Eintr. Gelsenk.,1962-06-30
Viktoria Köln,1958-06-30
Spfr. Siegen,1957-06-30
TuS Koblenz,2024-06-30
TuS Koblenz,2019-12-31
TuS Koblenz,2021-11-18
TuS Koblenz U17,2018-02-10
Koblenz Yth.,2017-06-30
TuS Koblenz,2014-12-08
TuS Koblenz,2014-11-17
TuS Koblenz,2013-08-21
TuS Koblenz,2012-09-24
TuS Koblenz,2012-09-10
Koblenz Yth.,2011-06-30
K'lautern U17,2021-11-29
SV Wehen U17,2021-06-30
Kairat Almaty,2019-06-30
Ravan Baku,2016-06-30
FSV Mainz 05 II,2010-04-26
Eintracht Trier,2005-12-31
Eintr. Trier II,2005-06-30
TuS Koblenz,2002-06-30
SV Wittlich,1998-06-30
TuS Koblenz,1998-10-31
TuS Koblenz,1998-08-31
TuS Koblenz,1985-06-30
VfR Heilbronn,1982-06-30
SV Alsenborn,1974-06-30
TuS Neuendorf,1973-06-30
FC Bayern Hof,1970-06-30
TuS Neuendorf,1970-03-31
TuS Neuendorf,1967-06-30
TuS Neuendorf,1965-06-30
Niederlahnstein,1961-06-30
TuS Neuendorf,1962-03-30
TuS Neuendorf,1956-06-30
TuS Neuendorf,1959-04-30
TuS Neuendorf,1954-06-30
Carl Zeiss Jena,2025-06-30
Carl Zeiss Jena,2022-12-31
Carl Zeiss Jena,2020-07-05
Carl Zeiss Jena,2020-02-26
Carl Zeiss Jena,2020-02-04
FC 1910 Lößnitz,2019-10-07
CZ Jena U17,2022-11-06
Carl Zeiss Jena,2022-11-06
Wolfsburg II,2021-06-30
Wolfsburg U19,2020-06-30
Wolfsburg U17,2019-09-14
Braunschweig II,2018-06-07
FC Ingolstadt,2010-06-30
Carl Zeiss Jena,2008-09-14
CZ Jena U19,2007-12-21
Jahn Regensburg,2025-06-30
Carl Zeiss Jena,2022-11-05
CZ Jena U19,2021-10-10
Cercle Brugge,2020-07-06
Cercle Brugge,2020-05-24
Mouscron,2019-06-30
RW Erfurt II,2015-01-04
DFB-Stützpunkt,2017-01-31
Carl Zeiss Jena,2021-10-11
FSV Mainz 05 II,2018-04-03
Wolfsburg U19,2014-06-30
B. Leverkusen,2012-06-30
Hertha BSC U17,2007-06-30
Hertha BSC U17,2002-06-30
Willem II U21,2025-06-30
U. Fürstenwalde,2023-06-30
Carl Zeiss Jena,2021-01-31
Carl Zeiss Jena,2020-07-12
CZ Jena U19,2020-05-04
CZ Jena II,2019-01-03
Carl Zeiss Jena,2019-01-03
HSV Hoek,2015-06-30
St. Gillis Waas,2012-11-26
Zaamslag,2012-06-30
Carl Zeiss Jena,2019-10-07
CZ Jena II,2020-06-30
CZ Jena U19,2019-01-03
CZ Jena U17,2018-06-30
CZ Jena II,2014-12-31
Heidenauer SV,2014-06-30
Carl Zeiss Jena,2018-12-08
CZ Jena U19,2016-06-30
Carl Zeiss Jena,2008-09-27
CZ Jena II,2008-06-30
Berliner AK,2023-06-30
Karaman FK,2022-06-09
CFC Hertha 06,2022-02-17
W. Nordhausen,2018-10-23
BFC Dynamo,2014-11-02
Lok Stendal,2012-06-30
Al-Najma U21,2010-12-31
Shahin Bushehr,2010-06-30
BFC Viktoria 89,2009-12-31
BFC Dynamo,2009-04-02
SV Yesilyurt,2007-03-09
Berlin AK 07,2005-06-30
Brandenburg. SC,2004-06-30
BFC Alemannia 90,2004-03-15
Berlin AK 07,2003-06-30
Sachsen Leipzig,2000-08-23
Spandauer SV,1999-05-08
Wuppertaler SV,2019-10-17
Wuppertaler SV,2020-01-16
FCO Neugersdorf,2019-02-19
Velbert 02,2017-01-21
TuS Celle FC,2016-02-23
CZ Jena U17,2015-12-11
Carl Zeiss Jena,2014-12-10
Carl Zeiss Jena,2014-08-24
FC Kray,2014-05-17
Wuppertaler SV,2011-09-19
Wattenschd. U19,2011-06-30
Bonner SC U19,2010-11-30
Erzgeb. Aue Yth,2021-09-20
ZFC Meuselwitz,2014-10-31
CZ Jena II,2014-04-28
Carl Zeiss Jena,2013-09-08
E. Cottbus II,2008-06-30
Carl Zeiss Jena,2007-04-11
Z. Sosnowiec,2019-06-30
Dynamo Brest,2018-06-30
Luch Vladivostok,2017-07-06
Ethnikos,2017-06-30
SKA-Energia,2015-04-27
FC Dila,2013-06-30
REO LT,2012-08-19
Siauliai,2010-12-31
Standard ,2009-10-23
Banga,2008-11-14
Carl Zeiss Jena,2007-12-22
Heart of Midl.,2007-03-20
Heart of Midl.,2006-11-26
Heart of Midl.,2006-10-22
Heart of Midl.,2006-06-30
FBK Kaunas,2006-03-22
Vetra,2005-04-30
Carl Zeiss Jena,2004-06-30
Carl Zeiss Jena,2001-06-30
Carl Zeiss Jena,1999-11-28
Carl Zeiss Jena,2000-06-30
Lok Leipzig,2010-12-31
1.FC Gera 03,2010-06-30
FC Eilenburg,2008-05-18
SV 1919 Grimma,2006-03-24
Carl Zeiss Jena,2004-03-06
1.FC Magdeburg,2002-06-30
VfB Leipzig,2001-06-30
Sachsen Leipzig,1996-06-30
S. Leipzig II,1994-06-30
Sachsen Leipzig,1990-11-24
BSG Chemie,1990-06-30
BSG Chemie,1988-06-30
FSV Zwickau,2003-06-30
FSV Zwickau,1999-06-30
Carl Zeiss Jena,1993-10-01
Carl Zeiss Jena,1991-06-30
FC Carl Zeiss Je,1998-06-30
Carl Zeiss Jena,1984-10-04
Motor Jena,1971-06-30
Motor Jena,1958-08-02
BSG Chemie Leuna,1955-06-30
BSG Empor Lauter,1953-11-09
Motor Jena,1957-12-31
BSG Motor N. W.,1954-04-30
Motor Jena,1954-12-31
Motor Jena,1953-10-26
BSG KWU-Dt. Rei.,1952-06-30
Motor Jena,1954-06-30
Motor Jena,1953-06-30
BSG Rotation B.,1955-12-31
BSG Motor Jena,1952-10-27
Motor Zwickau,1951-06-30
Horch Zwickau,1950-02-20
Wehen Wiesbaden,2021-11-07
Wehen Wiesbaden,2021-10-24
SV Wehen U19,2021-06-30
SV Wehen U17,2019-06-30
SV Wehen U19,2018-06-30
SV Wehen U19,2015-06-30
Wehen Wiesbaden,2021-12-18
Sonnenhof-Gr.,2016-07-04
1.Göppinger SV,2013-06-30
Hoffenheim U19,2022-06-30
Hoffenheim Yth.,2022-06-30
Stuttgart II,2019-04-01
VfB Stuttgart,2018-06-30
Wehen Wiesbaden,2015-04-12
FC Bayern YL,2013-10-27
FC Bayern U19,2013-10-27
Stuttgart U17,2011-06-30
Stuttgart U19,2010-06-30
Stuttgart U17,2010-01-03
Stuttgart U19,2008-06-30
SV Frauenstein,2023-06-30
FC Bierstadt,2022-06-30
SV Erbach,2019-06-30
Spvgg. Eltville,2018-06-30
SV Wehen,2000-05-06
TSG Wörsdorf,1997-06-30
Buch. Flieden,2015-06-30
Buch. Flieden,2011-10-03
Hünfelder SV,2005-06-30
FSV Frankfurt,2002-06-30
SV Wehen,1999-10-30
MSV Duisburg,2011-05-24
SV Wehen,2007-08-09
SV Wehen,1998-06-30
SV Wehen,1997-06-30
E. Frankfurt,2020-01-25
MSV Duisburg,2011-06-30
Eintracht Trier,2006-06-30
SpVgg Ingelheim,2003-11-17
SV Wehen,1998-05-12
FV Bad Vilbel,1996-06-30
SV Wehen,1993-02-11
RW Walldorf,1991-06-30
SV Wehen,1992-06-30
SV Wehen,1990-12-30
FSV Frankfurt,2022-03-14
FSV Frankfurt,2022-06-30
FSV Frankf. U19,2022-03-14
FSV Frankf. U17,2020-06-30
FSV Frankf. U19,2019-06-30
FSV Frankf. U19,2019-04-04
FSV Frankf. U17,2017-06-30
Offenbach Yth.,2016-06-30
FSV Frankfurt,2022-03-15
FSV Frankfurt,2021-06-30
FSV Frankfurt,2019-06-30
SV Wehen II,2014-06-30
1.FC Eschborn,2011-06-30
SV Wehen U19,2009-09-23
FSV Frankfurt,2006-06-30
Mainz 05 U19,2005-05-01
FSV Frankfurt,2000-06-30
1.FSV Mainz 05,1998-09-28
FSV Frankfurt,2017-06-30
FSV Frankfurt,2005-06-30
TSG Wörsdorf,2003-08-24
SG 01 Hoechst,2002-06-30
SG K/O/A,2021-06-30
TuBa Pohlheim,2019-06-30
SC Teutonia,2017-09-23
Offenbach U19,2016-12-11
VfB Gießen,2014-11-23
Stadtallendorf,2012-03-12
VfB Gießen,2011-06-30
FSV Steinbach,2007-04-02
VfB Marburg,2004-06-30
FSV Frankf. U19,2005-06-30
FSV Frankfurt,2003-03-01
VfB Marburg,2002-06-30
VfB Gießen,2001-04-03
YN F. Tigers,2018-05-11
SV Stripfing,2017-06-30
First Vienna FC,2014-03-27
First Vienna FC,2016-06-28
TSV Hartberg,2012-03-31
Dunajska Streda,2010-05-10
SC/ESV Parndorf,2009-06-30
SC/ESV Parndorf,2007-11-28
Eisenstadt/Ritz.,2005-08-29
First Vienna FC,2004-06-30
First Vienna FC,2002-11-09
FSV Frankfurt,2001-06-30
St. Pölten,1999-07-29
Gerasdorf,1998-06-30
Admira/Wacker,1997-06-05
Gerasdorf,1996-06-30
FSV Frankfurt,1995-06-30
FSV Frankfurt,1995-03-26
Frankfurt U19,1987-06-30
FSV Frankfurt,1982-11-15
FSV Frankfurt,1980-06-30
FSV Frankfurt,1980-03-12
FSV Frankfurt,1980-05-06
FV 04 Würzburg,1980-02-04
FSV Frankfurt,1979-09-02
FSV Frankfurt,1980-02-04
SpVgg Bayreuth,1977-06-30
FSV Frankfurt,1962-06-30
FSV Frankfurt,1962-01-17
Altona 93,1957-06-30
FC Winterthur,1961-03-07
Phönix 03,1960-06-30
FSV Frankfurt,1959-06-30
FSV Frankfurt,1958-10-20
FSV Frankfurt,1956-06-30
FSV Frankfurt,1952-09-29
FSV Frankfurt,1949-06-30
FSV Frankfurt,1948-12-20
FSV Frankfurt,1948-06-30
FSV Frankfurt,1946-06-30
VfR Aalen,2022-06-30
VfR Aalen,2022-02-16
FSV Mainz 05 II,2019-06-30
Würzb. Kick. II,2018-06-30
Würzb. Ki. U19,2017-06-30
VfR Aalen,2021-03-24
VfR Aalen U19,2022-06-30
SF Schw. Hall,2019-06-30
BV Cloppenburg,2017-10-15
TSV Ilshofen,2017-06-30
Women's footbal,2016-06-01
Crailsheim U19,2014-06-30
VfR Aalen II,2012-06-30
TSV Crailsheim,2008-06-30
Germania Bargau,2020-02-03
SF Schw. Hall,2017-10-02
Hofherrnweiler,2014-06-30
SpVgg Ansbach,2011-06-30
VfR Aalen,2005-06-30
VfR Aalen II,2003-01-30
VfR Aalen,1997-09-30
TSV Essingen,2017-06-30
1.Göppinger SV,2014-06-30
SV Bonlanden,2013-06-30
GSV Dürnau,2009-06-30
Dorfmerkingen,2006-04-01
VfL Kirchheim,2003-06-30
SV Bonlanden,2001-06-30
VfR Aalen,1996-06-30
Norm. Gmünd,1994-06-30
VfR Aalen,2001-06-30
TSV Wassertrüdingen,2000-06-30
VfR Aalen,1988-06-30
SF Stuttgart,1972-06-30
Erkenschwick,1955-06-30
VfR Aalen,1953-06-30
FC Bayern U19,2023-06-18
FC Bayern YL,2023-06-18
Hoffenheim U17,2021-06-30
Hoffenheim Yth.,2020-10-07
Hoffenheim U17,2020-06-30
Hoffenheim Yth.,2018-01-09
Neckarelz U19,2016-06-30
Kairat Almaty,2020-12-31
Frankfurt U17,2019-03-28
Frankfurt U19,2018-06-30
Frankfurt U17,2018-02-12
RB Leipzig,2017-06-30
RB Leipzig U19,2016-06-30
RB Leipzig U17,2014-06-30
SV Sandhausen,2010-09-13
E. Frankfurt II,2010-02-25
Frankfurt U19,2007-12-13
1.FC Köln,2006-06-30
Stuttgart U17,2005-06-30
VfR Mannheim,2007-12-31
SV Sandhausen,2001-04-11
Union Heilbronn,2016-02-20
Friedrichshall,2013-06-30
VfB Eppingen,2012-06-30
SV Sandhausen,2000-11-08
FC Speyer 09,2013-01-19
SC Hauenstein,2008-01-06
VfR Mannheim,2005-10-16
SV Weingarten,2006-06-30
Wormatia Worms,2001-11-13
SV Sandhausen,1999-06-30
VfR Mannheim,1997-06-30
VfR Bürstadt,1992-06-30
SV Sandhausen,1990-06-30
Bad Kreuznach,1988-06-30
VfL Nag. U19,2018-06-30
Y. Boys Yth.,2017-06-30
1.FC Bruchsal,2015-04-16
SG Dielheim,2012-06-30
Fortuna E.-N.,2012-03-04
SV Sandhausen,1994-06-30
1.FC Pforzheim,1991-05-17
SV Sandhausen,1987-06-30
Wormatia Worms,1981-10-20
VfR Mannheim,2013-11-10
W. Mannheim U19,2012-06-30
Waldh. Mannheim,2012-06-30
Neckarau Yth.,2007-06-30
SV Sandhausen,1992-06-30
FV Weinheim,1989-06-30
SV Sandhausen,1982-05-30
SV Sandhausen,1981-06-30
Würzb. Kickers,2024-06-30
Hoffenheim II,2020-10-08
Hoffenheim II,2014-04-04
Karlsruhe U19,2013-06-30
Karlsruhe II,2012-03-27
FC 08 Homburg,2024-06-30
FC 08 Homburg,2023-06-30
Würzb. Kickers,2022-02-10
Bayern Munich,2021-10-12
FC Bayern U17,2021-04-03
FC Bayern YL,2020-06-30
FC Bayern U19,2020-06-30
FC Bayern U16,2019-06-30
FC Bayern U16,2017-03-20
FC Bayern II,2016-01-07
FC Bayern U19,2015-06-30
Würzb. Kickers,2021-10-12
Würzb. Kickers,2021-11-17
Würzb. Ki. U19,2021-11-17
Würzb. Kickers,2013-05-06
Würzb. Kickers,2014-06-30
Würzb. Kickers,2011-03-24
Würzb. Kickers,2010-06-30
TG Höchberg,2016-06-30
Würzb. Kickers,2011-03-03
TG Höchberg,2009-06-30
Würzb. Kickers,1995-08-01
1.FC Fuchsstadt,2016-06-30
Margetshöchheim,2012-11-30
1.FC Fuchsstadt,2011-06-30
Würzb. Kickers,2009-03-31
FV 05 Helmstadt,2024-06-30
TG Höchberg,2022-11-01
1.FSV Mainz 05,2021-06-30
Würzb. Ki. U17,2018-06-30
Würzb. Ki. Yth.,2015-06-30
Würzb. Kickers,2008-06-30
FV 04 Würzburg,2025-06-30
ASV Rimpar,2020-06-30
Kleinrinderfeld,2015-06-30
Würzb. FV U17,2013-06-30
TSV Karlburg,2010-04-26
TSV Gerbrunn,2003-06-30
FV Lauda,2002-08-26
Würzb. Kickers,2000-06-30
Würzb. Kickers,1997-10-27
TSV Abtswind,2023-06-30
Würzb. Ki. U19,2019-12-31
Würzb. Kick. II,2017-06-30
Würzb. Kickers,1997-08-23
Würzb. Kickers,1997-10-19
FV 04 Würzburg,1999-09-10
SC Weismain,1997-08-24
Würzb. Kickers,1996-06-30
SV Heidingsfeld,1994-10-25
Würzb. Kickers,1993-06-30
Würzb. Kickers,1978-06-30
Würzb. Kickers,1978-01-20
TSV Bordesholm,2022-06-30
TSV Schilksee,2016-12-12
TSV Schilksee,2015-11-09
Holstein Kiel,2013-06-06
Holst. Kiel U19,2010-06-30
Bor. Dortmund,2023-06-30
1.FC K'lautern,2018-06-30
SC Paderborn,2018-06-30
SC Paderborn II,2012-06-30
Paderborn U19,2011-06-30
Holstein Kiel,2008-12-23
Holst. Kiel II,2009-06-30
Holst. Kiel U19,2008-06-30
DFB-Stützpunkt,2006-12-31
DFB-Stützpunkt,2003-12-31
Germ. Schnelsen,2012-06-30
Schnelsen U19,2011-12-31
Holstein Kiel,2006-10-24
FC St. Pauli,2003-03-24
ETSV Weiche,2020-06-30
FC Elmshorn,2010-04-08
VfR Horst,2009-12-20
Holstein Kiel,2002-09-15
Holstein Kiel,2002-12-31
Holstein Kiel,2020-06-30
Holstein Kiel,2015-06-30
Unknown,2020-12-31
Holstein Kiel,1999-06-30
SV Todesfelde,2024-06-30
E. Norderstedt,2022-06-30
Norderstedt U19,2019-06-30
Henstedt-Rhen,2016-03-29
TuS Holstein,2003-02-28
Women's footbal,2001-06-30
Holstein Kiel,1997-06-30
Bramstedter TS,1995-10-24
Itzehoer SV,1989-06-30
Türkspor Kiel,2018-11-04
Türkspor Kiel,2017-06-30
Türkspor Kiel,2018-11-06
TSV Altenholz,2015-01-14
Holstein Kiel,1995-10-23
Holstein Kiel,1995-06-30
Holstein Kiel,1995-04-10
Holstein Kiel,1992-06-30
Hannover 96,2014-12-31
TSV Altenholz,2001-06-30
Holstein Kiel,1994-06-30
VfB Kiel,1988-06-30
Holstein Kiel,1992-02-17
Holstein Kiel,1989-06-30
Holstein Kiel,1991-10-18
TuS Hoisdorf,1992-10-28
Holstein Kiel,1991-06-30
TSV Bordesholm,2006-06-30
Holstein Kiel,1986-06-30
Holstein Kiel,1985-06-30
Holstein Kiel,1976-06-30
Holstein Kiel,1984-12-03
Holstein Kiel,1984-08-26
Holstein Kiel,1981-06-30
Holstein Kiel,1980-12-19
Holstein Kiel,1965-05-15
Holstein Kiel,1964-06-30
Holstein Kiel,1952-04-06
TSG Ulm 1846,1952-12-15
Holstein Kiel,1952-03-31
R. Würselen,1950-06-30
Tasmania Berlin,1965-11-10
FC Luzern,1964-06-30
FC Grenchen,1962-06-30
Holstein Kiel,1947-12-31
1.FC Magdeburg,2021-02-12
1.FC Magdeburg,2022-06-30
Magdeburg U19,2020-06-30
Magdeburg U19,2019-06-30
1.FC Magdeburg,2021-02-09
1.FC Magdeburg,2020-07-05
FC Carl Zeiss Je,2014-03-21
VFC Plauen,2012-06-30
Budissa Bautzen,2011-04-26
Neugersdorf U19,2009-03-15
G. Halberstadt,2019-03-04
G. Halberstadt,2018-06-30
TSG Neustrelitz,2016-06-30
BSV Rehden,2014-10-27
1.FC Magdeburg,2014-06-30
G. Halberstadt,2012-04-27
Thale 1904,2002-06-30
SV Südharz,2007-04-03
W. Nordhausen,2000-06-30
SV Südharz,1996-06-30
BSG Motor Nordh.,1986-06-30
E. Cottbus U17,2016-06-30
E. Cottbus II,2011-06-30
E. Cottbus II,2004-12-31
Energie Cottbus,2008-12-31
E. Braunschweig,2024-06-30
FSV Zwickau,2023-06-09
Magdeburg U19,2014-06-30
Magdeburg U17,2013-06-30
1.FC Magdeburg,2012-03-20
1.FC Magdeburg,2011-10-24
Erzgeb. Aue U19,2011-06-30
E. Cottbus II,2010-06-30
E. Norderstedt,2019-04-08
Norderstedt U19,2016-10-06
Norderstedt U19,2016-06-30
Sachsen Leipzig,2011-04-21
1.FC Magdeburg,2007-12-09
M'gladbach Yth.,1999-06-30
Magdeburg U19,2013-06-30
1.FC Magdeburg,2003-04-22
Parchimer FC,1997-02-12
1.FC Magdeburg,1996-03-03
1.FC Magdeburg,1993-12-03
SV Falkensee/F.,2009-11-06
BFC Preussen,2008-06-30
Türkiyemspor,2006-10-31
1.FC Magdeburg,2000-06-30
FSV Velten,1994-02-27
NSC Marathon 02,1991-06-30
BSG MM Magdeburg,1999-11-14
1.FC Magdeburg,1996-09-17
1.FC Magdeburg,1993-11-22
1.FC Magdeburg,1992-10-31
Wolfenbüttel,1991-06-30
1.FC Magdeburg,1991-06-30
Hallescher FC,2007-06-30
Lok Stendal,1998-01-15
Hallescher FC,1994-08-31
Chemie Wolfen,1985-06-30
Chemie Halle,1984-06-30
1.FC Magdeburg,1982-04-11
Rot-Weiß Erfurt,1976-06-30
Chemie Halle,1975-06-30
Magdeburg U19,1985-06-30
Magdeburg II,1976-06-30
SCA Magdeburg,1965-12-31
SCA Magdeburg,1962-06-30
SC Lok Leipzig,1957-12-31
BSG HW Stendal,1950-09-16
SCA Magdeburg,1958-04-27
BSG MM Magdeburg,1955-04-24
SG Sport-Union,1951-06-30
BSG Chemie,1983-06-30
BSG Chemie,1982-08-27
VfB Leipzig,1979-06-30
BSG MM Magdeburg,1956-09-23
1.FC Bocholt,2024-06-30
Teutonia 05,2022-04-24
Hessen Kassel,2019-10-09
VfB Oldenburg,2017-08-21
SV Schackendorf,2013-06-30
FC Sylt,2011-08-30
SV Schackendorf,2011-06-30
VfB Lübeck,2009-09-29
SV Röchling,2019-06-30
Elversberg II,2009-10-06
B. Neunkirchen,2009-06-30
Halberg Brebach,2007-06-30
SV Elversberg,2008-03-10
SV Elversberg,2001-06-30
SV Elversberg,2010-06-30
SV Elversberg,1996-11-30
Wemmetsweiler,2018-03-27
Schiffweiler,2016-06-30
SV Karlsbrunn,2015-04-03
SV Elversberg,1996-09-20
SV Elversberg,1994-06-30
RW Hasborn,1992-06-30
SV Fraulautern,1985-06-30
SV Elversberg,1984-06-30
B. Neunkirchen,1982-06-30
SV Elversberg,1981-06-30
SV Elversberg,1987-06-30
FC 08 Homburg,1981-08-31
SC Bastia,2025-06-30
Red Star FC,2018-10-29
AFC Tubize,2017-04-20
Chamois Niort,2016-02-29
Clermont Foot,2014-05-07
Quevilly,2012-05-31
Nîmes Olympique,2007-10-02
Rodez AF,2005-05-29
SC Bastia,2021-10-02
AJ Auxerre,2021-06-30
Clermont B,2019-06-30
Clermont Foot,2019-06-30
Valenciennes B,2017-06-30
Valenciennes FC,2013-06-30
LB Châteauroux,2007-08-14
Châteauroux B,2011-06-30
